tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt6286796,En frygtelig kvinde,2017.0,6.6,"1,700","When Rasmus meets Marie, he is certain that she is the love of his life. However, it doesn't take long before it turns out she is a possessive and manipulative being, that cunningly dissects Rasmus to pieces.",Drama,Denmark,Danish,"DKK3,900,000","$1,008",1h 26min,Christian Tafdrup,"Amanda Collin,Anders Juul,Rasmus Hammerich"
tt1077368,Dark Shadows,2012.0,6.2,"246,035","In the year 1752, Joshua and Naomi Collins, with young son Barnabas, set sail from Liverpool, England to start a new life in America. But even an ocean was not enough to escape the mysterious curse that has plagued their family. Two decades pass and Barnabas (Johnny Depp) has the world at his feet-or at least the town of Collinsport, Maine. The master of Collinwood Manor, Barnabas is rich, powerful and an inveterate playboy...until he makes the grave mistake of breaking the heart of Angelique Bouchard (Eva Green). A witch, in every sense of the word, Angelique dooms him to a fate worse than death: turning him into a vampire, and then burying him alive. Two centuries later, Barnabas is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate has fallen into ruin. The dysfunctional remnants of the Collins family have fared little better, each harboring their own dark secrets. Matriarch Elizabeth ...","Comedy,Fantasy,Horror","Australia,UK,USA",English,"$150,000,000","$245,527,149",1h 53min,Tim Burton,"Eva Green,Johnny Depp,Michelle Pfeiffer"
tt6616336,Hálito Azul,2018.0,5.9,42,Ribeira Quente is a fishing village in S. Miguel Island in the Azores facing the last days of a fishing activity as they know it.,Documentary,"Finland,France,Portugal",Portuguese,EUR0,$832,1h 18min,Rodrigo Areias,"José Medeiros,Tânia Dinis"
tt0106557,Children of the Corn II: The Final Sacrifice,1992.0,4.3,"7,642","Belated sequel to the '84 film. 8 years after the first, authorities discover the mutilated bodies of adults in the secluded town of Gatlin, Nebraska and children hiding in the corn. Enter John Garrett (Terence Knox) and son Danny (Paul Scherrer) who head for Gatlin on a story and get caught up in this mess when an orphan named Micah (Ryan Bollman) is possessed by He Who Walks Behind The Rows.","Horror,Thriller",USA,English,"$900,000","$6,980,986",1h 32min,David Price,"Paul Scherrer,Ryan Bollman,Terence Knox"
tt1232783,Sorority Row,2009.0,5.1,"28,568","""Sorority Row"" sees a group of sorority sisters try to cover up the death of their house-sister after a prank gone wrong, only to be stalked by a serial killer.","Horror,Mystery",USA,English,"$12,500,000","$27,206,120",1h 41min,Stewart Hendler,"Briana Evigan,Carrie Fisher,Rumer Willis"
tt3463848,P.O.V,2014.0,4.1,65,After being dumped by his girlfriend Zack's big brother decides to throw him a house party in the derelict old retirement home he has been refurbishing. The building has a history; the previous owner believed the residents had become possessed by demons so locked all the doors and set the place on fire. During the party Zack's friends start to fall victim to the same curse.,Horror,UK,English,"GBP9,000","$47,199",1h 24min,Richard Anthony Dunford,"Karl Kennedy-Williams,Tom Clear,Tuula Costelloe"
tt3166476,Zong pu shi,2013.0,6.5,591,"When Wan (Kimi Hsia) returns home from Taipei with both a failed modeling career, and an enormous amount of debt, she finds that misfortune has also befallen her family's restaurant, which has now dwindled down to but a single noodle stand. With her hopes dashed, luck comes in the form of Hai (Yo Yang), a self-appointed master chef who decides to help Yan's family find a return to glory by helping them recreate the traditional Taiwanese bandoh menu that once made them so famous.",Comedy,Taiwan,Chinese,"TWD70,000,000","$79,643",2h 25min,Yu-Hsun Chen,"Kimi Hsia,Mei-Hsiu Lin,Tony Yo-ning Yang"
tt8821182,Aurora,2018.0,4.3,499,The passenger ship Aurora mysteriously collides into the rocky sea threatening an entire island. A young woman and her sister must both survive by finding the missing dead for a bounty.,"Horror,Thriller",Philippines,"Filipino,Tagalog","$3,000,000","$11,232",1h 50min,Yam Laranas,"Anne Curtis,Mercedes Cabral,Phoebe Villamor"
tt1308109,Duress,2009.0,5.6,974,"Haunted with nightmares of his wife's recent suicide and struggling to mend the relationship with his only daughter, Richard is caught as a witness to the violence of Abner Solvie. He finds himself at the mercy of a charismatic killer and plagued by his involvement in the city's recent murders. As Abner's new found protégé, Richard is forced to adopt the mind of his sociopathic mentor in order to protect the one he loves. Richard must decide if he's willing to kill in order to keep his daughter alive.","Crime,Thriller",USA,English,"$2,000,000","$266,704",1h 20min,Jordan Barker,"Gina Gallego,Martin Donovan,Sakis Rouvas"
tt1381112,Soeur Sourire,2009.0,6.5,715,"Soeur Sourire is a moving story based on the life of a fascinating historic figure, Jeannine, a young Belgian girl who joined the convent and became a star in 1961 when she composed and sang the hit Dominique, nique, nique... The tragedy experienced by this young woman, who adopted the stage name Soeur Sourire, has everything to do with love. Jeannine Deckers desperately tries to give others the love she never received from her hard-hearted mother. She becomes attached to Annie, but when the latter tries to get closer, she runs. She dreams of moving away to far places, to Africa. When the situation at home becomes unbearable, she feels that joining a convent is the only way out. Life in the convent is hard for the young, passionate woman, but also gives her moments of joy she had never had before. She composes Dominique and is used by the church in an attempt to rejuvenate its waning image. The song becomes a hit all over the world.","Biography,Drama,Music","Belgium,France",French,"EUR6,000,000","$1,737,658",2h,Stijn Coninx,"Chris Lomme,Cécile de France,Sandrine Blancke"
tt1798603,Bad Santa 2,2016.0,5.6,"22,609","It's the most wonderful time of the year again, and the not-in-the-slightest reformed safe-cracker Willie Soke is breathing the air of freedom once more, failing miserably to keep himself afloat thirteen whole years after his last achievements. Still addicted to alcohol and at the end of his tether, Soke will reluctantly accept his former sidekick Marcus' truce and his daring plan for another Yuletide caper--this time targeting a Chicago charity on Christmas Eve. However, as Willie slips back into his Santa's red suit again, much to his disappointment, he will discover that another partner in crime is also eager to join in the heist: his desperate for cash estranged mother, Sunny. Can Willie work around his mummy issues, especially now that the closest thing to family, Thurman Merman, comes to town for a visit?","Comedy,Crime,Drama",USA,English,"$26,000,000","$24,079,268",1h 32min,Mark Waters,"Billy Bob Thornton,Kathy Bates,Tony Cox"
tt7690670,Superfly,2018.0,5.1,"6,154","When Priest, a young but experienced coke dealer in Atlanta, realizes it's time to get out of the trade, he risks it all on one last score. Double-crossing his mentor, Priest heads to Mexico to connect with the cartel that serves as the source of his product.","Action,Crime,Thriller",USA,"Cantonese,English,Spanish","$16,000,000","$20,780,685",1h 56min,Director X.,"Jason Mitchell,Lex Scott Davis,Trevor Jackson"
tt0070666,Serpico,1973.0,7.7,"108,767","Serpico is a cop in the 1960s-early 1970s. Unlike all his colleagues, he refuses a share of the money that the cops routinely extort from local criminals. Nobody wants to work with Serpico, and he's in constant danger of being placed in life threatening positions by his ""partners"". Nothing seems to get done even when he goes to the highest of authorities. Despite the dangers he finds himself in, he still refuses to 'go with the flow', in the hope that one day, the truth will be known.","Biography,Crime,Drama","Italy,USA","English,Italian,Spanish","$3,000,000","$29,829,963",2h 10min,Sidney Lumet,"Al Pacino,Jack Kehoe,John Randolph"
tt0106761,Double Dragon,1994.0,3.8,"11,187","Set 15 years in the future in post-earthquake California, where San Diego and Los Angeles are merged into one city, two teenage brothers have half of a powerful ancient Chinese talisman. Millionaire Koga Shuko (a.k.a. Guisman) has the other half and determines to get the brothers' half in order to have the complete medallion and the absolute power of the magical Double Dragon talisman.","Action,Adventure,Comedy","Denmark,France,USA",English,"$7,850,000","$2,341,309",1h 36min,James Yukich,"Mark Dacascos,Robert Patrick,Scott Wolf"
tt0342272,Dear Wendy,2005.0,6.6,"9,828","DEAR WENDY is a story about the young loner Dick who lives in the poor mining town of Estherslope. When he happens upon a small handgun one day, he finds himself strangely drawn to it, despite his fervent pacifist views. Together with his newfound partner he soon convinces the other young outcasts in the town to join him in a secret club he calls The Dandies. A club based on the principals of pacifism and guns. Despite their firm belief in the most important Dandy rule of all - never draw your weapons - they soon find themselves in a predicament where they realise that rules are made to be broken.","Comedy,Crime,Drama","Denmark,France,Germany,UK",English,"DKK50,000,000","$607,229",1h 45min,Thomas Vinterberg,"Alison Pill,Chris Owen,Jamie Bell"
tt0120836,Lost & Found,1999.0,5.0,"6,183","A comedy about finding your true love at any price. Dylan Ramsey resorts to snatching his beautiful neighbor's dog so he can spend time with her while they go on a phantom dog hunt. Succeeding in his plan, Dylan goes to return the pooch, only to discover that it has hidden Dylan's best friend's diamond ring.","Comedy,Romance",USA,English,"$30,000,000","$6,552,255",1h 40min,Jeff Pollack,"David Spade,Ever Carradine,Sophie Marceau"
tt3606756,Incredibles 2,2018.0,7.6,"245,340","While the Parr family has accepted its collective calling as superheroes, the fact remains that their special heroism is still illegal. After they are arrested after unsuccessfully trying to stop the Underminer, their future seems bleak. However, the wealthy Deavor siblings of Devtech offer new hope with a bold project to rehabilitate the public image and legal status of Supers, with Elastigirl being assigned on point to be the shining example. Now having agreed for now to stay at home to care of the kids, Mr. Incredible finds domestic life a daunting challenge, especially with baby Jack-Jack's newly emerged powers making him almost impossible to manage. However, Elastigirl soon has her own concerns dealing with the menace of a new supervillain, Screenslaver, who is wreaking havoc with his mind control abilities. Now, Elastigirl must solve the mystery of this enemy, who has malevolent designs on the world with the Parr family and friends key targets of this evil.","Action,Adventure,Animation",USA,English,"$200,000,000","$1,242,805,359",1h 58min,Brad Bird,"Craig T. Nelson,Holly Hunter,Sarah Vowell"
